Ensembl_Gene_ID	Chromosome_Name	Gene_Start_bp	Gene_End_bp	HGNC_ID	HGNC_symbol
ENSG00000229402	14	99158416	99159669		
ENSG00000233147	1	55823807	55868248		
ENSG00000260871	5	90388468	90389363		
ENSG00000225154	1	47074778	47075979		
ENSG00000223815	13	60144698	60153505	HGNC:39916	DIAPH3-AS2
ENSG00000225528	22	39960397	39964683		
ENSG00000272192	8	65842752	65843331		
ENSG00000261782	16	35879036	35879498		
ENSG00000151632	10	4922564	5135226	HGNC:385	AKR1C2
ENSG00000204511	6	31528717	31530232	HGNC:20668	MCCD1
ENSG00000251456	5	124734618	124735175		
ENSG00000239872	8	121380137	121380465	HGNC:36631	RPL35AP19
ENSG00000237300	X	102796251	102797093		
ENSG00000145604	5	36151989	36184319	HGNC:10901	SKP2
ENSG00000206445	CHR_HSCHR6_MHC_QBL_CTG1	31534725	31537107	HGNC:862	ATP6V1G2
ENSG00000231552	3	32620903	32621902	HGNC:43612	IGBP1P3
ENSG00000231523	7	63117501	63154934		
ENSG00000234541	10	38713195	38719229	HGNC:43581	CHEK2P5
ENSG00000213742	20	25624045	25678074	HGNC:40759	ZNF337-AS1
ENSG00000276854	13	44196006	44197298	HGNC:50021	MIR8079
ENSG00000244257	16	16310341	16334190	HGNC:30065	PKD1P1
ENSG00000273991	CHR_HSCHR19LRC_PGF1_CTG3_1	54251026	54258210	HGNC:6609	LILRB5
ENSG00000221840	11	54706885	54707832	HGNC:15162	OR4A5
ENSG00000258130	16	30204316	30209071		
ENSG00000234006	6	31542304	31543138	HGNC:39771	DDX39B-AS1
ENSG00000216813	6	47562622	47563018		
ENSG00000230572	2	91686102	91714745		
ENSG00000106546	7	17298622	17346152	HGNC:348	AHR
ENSG00000213816	9	42972386	42973289	HGNC:39529	CNN2P4
ENSG00000245149	8	124462485	124474576	HGNC:48940	RNF139-AS1
ENSG00000237745	2	107914948	107915286		
ENSG00000278687	12	28978584	28978685		
ENSG00000264187	17	17202649	17237185		
ENSG00000226519	13	44106378	44137236	HGNC:42718	LINC00390
ENSG00000276508	17	36684754	36685129		
ENSG00000275732	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	54847612	54858688	HGNC:6332	KIR2DL4
ENSG00000268628	20	19756390	19758037		
ENSG00000231332	6	73369704	73387717	HGNC:39192	OOEP-AS1
ENSG00000227104	1	55938714	55939280	HGNC:45157	PIGQP1
ENSG00000258710	15	20940438	20993303	HGNC:28003	LINC01193
ENSG00000239407	X	102884414	102906158		
ENSG00000263729	17	20983902	20984046		
ENSG00000241287	6	32659886	32662450		
ENSG00000176014	18	12307669	12344320	HGNC:20776	TUBB6
ENSG00000225069	20	25099105	25099928		
ENSG00000172867	12	52644558	52652164	HGNC:6439	KRT2
ENSG00000233741	2	119993199	119993611		
ENSG00000129535	14	24080107	24115014	HGNC:8002	NRL
ENSG00000266369	17	20855946	20857317		
ENSG00000175800	11	4378282	4379209	HGNC:15208	OR52B3P
ENSG00000258458	14	22702611	22766562		
ENSG00000164048	3	48241100	48299253	HGNC:16747	ZNF589
ENSG00000261391	16	32715931	32716056		
ENSG00000236818	10	99013103	99013952	HGNC:43937	ARL5AP2
ENSG00000259397	15	35092481	35093210		
ENSG00000225624	Y	20727254	20742900	HGNC:23979	TBL1YP1
ENSG00000267125	19	1852382	1853622		
ENSG00000012211	X	49175264	49186528	HGNC:6645	PRICKLE3
ENSG00000278031	CHR_HSCHR19LRC_PGF1_CTG3_1	54574401	54580112		
ENSG00000101182	20	62136735	62143440	HGNC:9536	PSMA7
ENSG00000184898	2	151247940	151261879	HGNC:24790	RBM43
ENSG00000230731	13	44234118	44243192		
ENSG00000010030	6	36354642	36387800	HGNC:18160	ETV7
ENSG00000176209	8	42541155	42554460	HGNC:25166	SMIM19
ENSG00000237898	CHR_HSCHR6_MHC_SSTO_CTG1	28987124	28988405	HGNC:18361	HCG15
ENSG00000237370	2	3603397	3604242		
ENSG00000131507	5	142108505	142154443	HGNC:17592	NDFIP1
ENSG00000158747	1	19640554	19658456	HGNC:7650	NBL1
ENSG00000139146	12	31280584	31327058	HGNC:30702	FAM60A
ENSG00000203907	6	73368555	73395133	HGNC:21382	OOEP
ENSG00000141759	18	79970811	80033949	HGNC:30551	TXNL4A
ENSG00000269950	21	16574718	16582637		
ENSG00000167112	9	128309103	128322742	HGNC:17170	TRUB2
ENSG00000173198	X	78271464	78327691	HGNC:17451	CYSLTR1
ENSG00000234385	Y	11781052	11782527	HGNC:37710	RCC2P1
ENSG00000241124	CHR_HSCHR6_MHC_SSTO_CTG1	28987721	28989460	HGNC:20424	HCG16
ENSG00000176198	14	20242739	20243820	HGNC:15347	OR11H4
ENSG00000109472	4	165361194	165498320	HGNC:2303	CPE
ENSG00000264265	18	508568	515294		
ENSG00000267141	19	1860250	1862019		
ENSG00000225932	7	144183466	144186053	HGNC:24772	CTAGE4
ENSG00000152944	12	27022546	27066343	HGNC:11473	MED21
ENSG00000227649	X	102806164	102806646		
ENSG00000269763	19	7813615	7814425	HGNC:33990	EXOSC3P2
ENSG00000260472	16	31697397	31697607		
ENSG00000240107	3	103538635	103540487		
ENSG00000253875	8	27733338	27756426		
ENSG00000257596	12	54262615	54279063		
ENSG00000271245	6	11154929	11155150		
ENSG00000197536	5	132410636	132476044	HGNC:33838	C5orf56
ENSG00000224618	3	30626423	30626797		
ENSG00000277092	CHR_HSCHR19_4_CTG3_1	54341203	54347168	HGNC:15503	LILRA4
ENSG00000136802	9	128882112	128918039	HGNC:19027	LRRC8A
ENSG00000183146	Y	21382954	21386360	HGNC:38732	PRORY
ENSG00000123201	13	50994511	51080862	HGNC:4686	GUCY1B2
ENSG00000225071	X	24429573	24429920		
ENSG00000254606	11	28516832	28519341		
ENSG00000229348	1	43453927	43456995	HGNC:41173	HYI-AS1
ENSG00000259703	15	69835234	69843120	HGNC:32382	LINC00593
ENSG00000241853	4	88163579	88163967		
ENSG00000234886	X	102803041	102806138	HGNC:42295	MTND5P26
ENSG00000109736	4	2930561	2934859	HGNC:16894	MFSD10
ENSG00000226589	CHR_HSCHR6_MHC_COX_CTG1	31764879	31783312	HGNC:12651	VARS
ENSG00000187664	19	19255641	19262796	HGNC:31357	HAPLN4
ENSG00000275363	15	22451209	22455154		
ENSG00000224321	1	15792796	15793285		
ENSG00000253165	8	133775551	133777352		
ENSG00000274832	5	17669283	17669518		
ENSG00000230339	17	20554137	20554380		
ENSG00000170683	11	7938534	7939594	HGNC:8162	OR10A3
ENSG00000270077	8	97144170	97144723		
ENSG00000273724	16	30336400	30343336		
ENSG00000267752	18	23672253	23672748	HGNC:36850	RPS10P27
ENSG00000172602	12	48857145	48865898	HGNC:18314	RND1
ENSG00000255322	11	28352107	28527041		
ENSG00000229954	X	102786813	102788387	HGNC:23767	MTND2P2
ENSG00000226926	5	103430406	103526618		
ENSG00000198261	11	59391354	59392292	HGNC:15271	OR5BB1P
ENSG00000266304	18	70335929	70337310		
ENSG00000203933	X	139955725	139965520	HGNC:33743	CXorf66
ENSG00000276071	19	36668102	36669404		
ENSG00000259062	14	68979682	68987463	HGNC:20131	ACTN1-AS1
ENSG00000275437	20	62402236	62405935		
ENSG00000243570	CHR_HSCHR6_MHC_MCF_CTG1	32022093	32028527	HGNC:1037	CFB
ENSG00000224472	CHR_HSCHR6_MHC_MCF_CTG1	31237108	31242737	HGNC:11629	TCF19
ENSG00000228316	X	102798396	102799560		
ENSG00000204663	20	23519146	23542018	HGNC:44335	CST13P
ENSG00000236481	16	26584755	26594813		
ENSG00000253561	8	133771409	133814537		
ENSG00000226972	2	44270621	44271106		
ENSG00000254872	11	1049880	1055749		
ENSG00000206077	5	710360	766952	HGNC:32962	ZDHHC11B
ENSG00000164587	5	150443190	150449756	HGNC:10387	RPS14
ENSG00000246308	11	10809297	10822931		
ENSG00000235325	2	107920763	107921248		
ENSG00000254313	8	133786093	133786268		
ENSG00000236869	3	44557357	44685653		
ENSG00000164344	4	186208979	186258471	HGNC:6371	KLKB1
ENSG00000231895	CHR_HSCHR6_MHC_APD_CTG1	33170244	33170370	HGNC:19393	HLA-DPA3
ENSG00000274480	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54724486	54736514	HGNC:16312	KIR3DL3
ENSG00000261181	16	16394912	16398594		
ENSG00000266258	18	70335439	70352459		
ENSG00000226417	CHR_HSCHR6_MHC_MCF_CTG1	31806863	31816046	HGNC:2062	CLIC1
ENSG00000230450	2	131177618	131178946	HGNC:37818	NEK2P4
ENSG00000224020	9	124658467	124698631	HGNC:37188	MIR181A2HG
ENSG00000237690	CHR_HSCHR6_MHC_APD_CTG1	29290770	29291712	HGNC:8239	OR2B4P
ENSG00000226288	11	4586791	4587905	HGNC:15221	OR52I2
ENSG00000227661	2	131380153	131380913		
ENSG00000232282	X	102785667	102786604	HGNC:42081	MTND1P32
ENSG00000255275	1	18849273	18921121		
ENSG00000258855	15	20960675	20961581	HGNC:15370	OR11J2P
ENSG00000251041	5	74321631	74340152		
ENSG00000235742	10	117023674	117023851		
ENSG00000260580	16	26721874	26729126		
ENSG00000224923	CHR_HSCHR6_MHC_DBB_CTG1	30757206	30782937	HGNC:31334	HCG20
ENSG00000166224	10	70815961	70881173	HGNC:10817	SGPL1
ENSG00000236583	8	99233048	99234459		
ENSG00000233522	Y	18326253	18353210	HGNC:37736	FAM224A
ENSG00000230998	10	30655489	30657535		
ENSG00000137285	6	3224261	3231730	HGNC:30829	TUBB2B
ENSG00000135960	2	108894471	108989372	HGNC:2895	EDAR
ENSG00000264964	18	9315194	9334441		
ENSG00000254855	11	66264777	66265666		
ENSG00000224635	20	38406011	38416797		
ENSG00000236124	2	112981166	112981434	HGNC:39388	HMGN2P23
ENSG00000239705	9	125241663	125257018		
ENSG00000154548	6	89095959	89118081	HGNC:21220	SRSF12
ENSG00000132671	20	23035386	23036812	HGNC:11333	SSTR4
ENSG00000196338	X	71144831	71171201	HGNC:14289	NLGN3
ENSG00000188269	19	14792490	14835376	HGNC:8368	OR7A5
ENSG00000103966	15	41895939	41972578	HGNC:3245	EHD4
ENSG00000225285	1	1430539	1434573		
ENSG00000197210	22	21114607	21124451		
ENSG00000227329	X	53164391	53164557		
ENSG00000250041	11	10884885	10899322		
ENSG00000116254	1	6101793	6180123	HGNC:16816	CHD5
ENSG00000259895	16	2464950	2468213		
ENSG00000259336	15	35099022	35169698		
ENSG00000262558	17	354737	356882		
ENSG00000240770	21	17763315	17792523	HGNC:16729	C21orf91-OT1
ENSG00000227817	2	131328176	131330857	HGNC:43940	ARHGAP42P1
ENSG00000249734	5	6795880	6826728		
ENSG00000253425	8	46549089	46550802	HGNC:44928	HSPA8P13
ENSG00000258594	15	27621534	27629289		
ENSG00000152503	5	115124762	115180546	HGNC:16280	TRIM36
ENSG00000165496	14	46651010	46651821	HGNC:17976	RPL10L
ENSG00000227892	11	7745990	7746906	HGNC:15295	OR5P4P
ENSG00000177257	8	7414860	7416863	HGNC:30193	DEFB4B
ENSG00000223838	7	19353534	19578606		
ENSG00000228417	10	110207850	110208591		
ENSG00000230495	20	17599255	17599807		
ENSG00000256672	12	674801	684127		
ENSG00000169105	15	40470998	40474571	HGNC:24464	CHST14
ENSG00000235803	10	69590583	69591262		
ENSG00000230250	1	55915609	55944963		
ENSG00000123405	12	54292111	54301121	HGNC:7780	NFE2
ENSG00000173585	3	45886504	45903177	HGNC:1610	CCR9
ENSG00000232593	X	53094145	53167014	HGNC:49510	KANTR
ENSG00000249343	5	74322486	74328297	HGNC:50539	LINC01333
ENSG00000162685	5	28926816	28927023	HGNC:39718	LSP1P3
ENSG00000247271	11	10858259	10906802	HGNC:48646	ZBED5-AS1
ENSG00000232896	9	110599475	110605219		
ENSG00000260445	7	99869841	99869894		
ENSG00000229715	13	31846841	31953472	HGNC:30486	EEF1DP3
ENSG00000129911	19	1852399	1863568	HGNC:16857	KLF16
ENSG00000277398	CHR_HSCHR19LRC_PGF1_CTG3_1	54504396	54531592	HGNC:6602	LILRA1
ENSG00000250446	5	74327995	74334766	HGNC:50540	LINC01332
ENSG00000227090	21	24886676	24902756		
ENSG00000271914	1	35929720	35930115		
ENSG00000215512	18	15307663	15330282		
ENSG00000273055	7	107942116	107942740		
ENSG00000229820	1	28453541	28453934		
ENSG00000103126	16	287440	352673	HGNC:903	AXIN1
ENSG00000226477	22	22814671	22814926		
ENSG00000277878	5	28927298	28927459		
ENSG00000006638	19	3594506	3606840	HGNC:11608	TBXA2R
ENSG00000006638	19	3594506	3606840	HGNC:10807	SGCD
ENSG00000237107	6	42499710	42500022		
ENSG00000270992	7	130255902	130262770		
ENSG00000250892	4	201409	205009		
ENSG00000251418	4	148526493	148527139		
ENSG00000259341	15	99427009	99431028		
ENSG00000244278	21	25055535	25069906		
ENSG00000122679	7	45157791	45186302	HGNC:9845	RAMP3
ENSG00000259592	15	35121573	35122084	HGNC:43889	PRELID1P4
ENSG00000256285	12	66563524	66563694	HGNC:48735	OSBPL9P5
ENSG00000235213	14	22702143	22703065	HGNC:14739	OR6E1P
ENSG00000179029	17	8173237	8176399	HGNC:28128	TMEM107
ENSG00000139842	13	113208193	113267108	HGNC:2554	CUL4A
ENSG00000248334	15	28737583	28759204	HGNC:32360	WHAMMP2
ENSG00000236415	CHR_HSCHR6_MHC_COX_CTG1	31506943	31507754	HGNC:9272	PPIAP9
ENSG00000231814	1	217892900	217920804	HGNC:37458	LINC00210
ENSG00000258494	15	20969282	20970215	HGNC:31238	OR11J5P
ENSG00000259888	16	24610266	24640957		
ENSG00000226400	5	28927029	28927284		
ENSG00000278341	16	88708956	88710437		
ENSG00000162365	1	47137435	47149741	HGNC:20575	CYP4A22
ENSG00000156345	9	87966441	87974753	HGNC:21420	CDK20
ENSG00000266997	18	49795793	49837623		
ENSG00000240063	3	182783236	182793394		
ENSG00000139178	12	7089587	7109273	HGNC:21265	C1RL
ENSG00000205363	15	73735431	73752747	HGNC:33753	C15orf59
ENSG00000166135	10	100529072	100559998	HGNC:17113	HIF1AN
ENSG00000113083	5	122063195	122078285	HGNC:6664	LOX
ENSG00000227770	2	38231568	38232317	HGNC:36611	RPL7P12
ENSG00000231184	13	19382454	19383072	HGNC:42022	FAM58DP
ENSG00000242292	5	36588506	36588661		
ENSG00000270542	9	33449755	33449941		
ENSG00000256420	12	66563967	66569194	HGNC:48734	OSBPL9P4
ENSG00000239238	3	167888414	167888715	HGNC:38503	MEMO1P3
ENSG00000225670	1	159195985	159207973	HGNC:40812	CADM3-AS1
ENSG00000198690	15	30903852	30943108	HGNC:29170	FAN1
ENSG00000237274	9	6195934	6197248	HGNC:49744	GTF3AP1
ENSG00000163879	1	37556919	37566857	HGNC:14353	DNALI1
ENSG00000263553	18	24673163	24674348		
ENSG00000117281	1	145719471	145739288	HGNC:17013	CD160
ENSG00000205871	15	43115702	43116493	HGNC:36744	RPS3AP47
ENSG00000229332	1	60097415	60097976	HGNC:44075	PGBD4P8
ENSG00000237444	21	25031005	25031529		
ENSG00000125868	20	17569863	17609919	HGNC:15750	DSTN
ENSG00000169668	22	21103016	21122285	HGNC:1015	BCRP2
ENSG00000241073	1	100057990	100084471		
ENSG00000150361	13	69700594	70108493	HGNC:6352	KLHL1
ENSG00000267335	19	49022953	49036895		
ENSG00000217281	CHR_HSCHR6_MHC_APD_CTG1	33404609	33405304	HGNC:21069	LYPLA2P1
ENSG00000274813	5	178825382	178825571		
ENSG00000238242	1	60114875	60149679		
ENSG00000270736	X	120966948	120967199		
ENSG00000187103	6	146171315	146171847	HGNC:37970	FUNDC2P3
ENSG00000261687	15	43184079	43185141		
ENSG00000257108	16	566996	569495	HGNC:26700	NHLRC4
ENSG00000188316	10	116849512	116911788	HGNC:31670	ENO4
ENSG00000226952	1	100099239	100099490		
ENSG00000236823	6	159899186	159902510		
ENSG00000227589	1	3658938	3668772		
ENSG00000213275	11	69303412	69303807	HGNC:33972	IFITM9P
ENSG00000225536	X	86084716	86086339	HGNC:49554	STIP1P3
ENSG00000167904	8	55696424	55773407	HGNC:26510	TMEM68
ENSG00000255420	11	8011278	8016489		
ENSG00000228779	16	125737	127219		
ENSG00000225580	6	112616703	112617880		
ENSG00000125492	9	132582185	132590266	HGNC:953	BARHL1
ENSG00000260469	15	73752317	73770613		
ENSG00000230714	1	218031835	218033660		
ENSG00000173930	5	102233986	102296549	HGNC:23612	SLCO4C1
ENSG00000224976	13	19349137	19407962	HGNC:37760	PARP4P2
ENSG00000250906	4	40812779	40826151		
ENSG00000223834	10	31604600	31606218		
ENSG00000236651	2	172103006	172109982	HGNC:50638	DLX2-AS1
ENSG00000269482	16	90631	91102		
ENSG00000260928	15	43131008	43131686	HGNC:31885	SPCS2P1
ENSG00000167081	9	125747345	125967377	HGNC:8634	PBX3
ENSG00000267019	19	49025461	49026020	HGNC:8025	NTF6A
ENSG00000243516	18	37672689	37673176		
ENSG00000186310	X	93670930	93673568	HGNC:7639	NAP1L3
ENSG00000211974	14	106723574	106724093	HGNC:5577	IGHV2-70
ENSG00000248777	4	10199823	10200672		
ENSG00000102003	X	49187804	49200259	HGNC:11506	SYP
ENSG00000228001	CHR_HSCHR6_MHC_COX_CTG1	30126032	30138662	HGNC:18736	TRIM40
ENSG00000250357	4	148693032	148694323		
ENSG00000226476	1	60540249	60640491		
ENSG00000263300	17	523140	540576		
ENSG00000237441	6	33291654	33299324	HGNC:9769	RGL2
ENSG00000236444	13	30427991	30428455	HGNC:13477	UBE2L5P
ENSG00000135443	12	52360006	52367481	HGNC:6462	KRT85
ENSG00000232100	1	218043505	218059140		
ENSG00000133020	17	10390322	10421950	HGNC:7578	MYH8
ENSG00000214883	11	50409042	50422316		
ENSG00000229505	1	86029854	86030589		
ENSG00000226983	21	24840550	25057746		
ENSG00000230819	Y	25018499	25019303	HGNC:38597	ZNF736P5Y
ENSG00000263015	17	503171	511347		
ENSG00000236946	12	68035767	68036853	HGNC:48800	HNRNPA1P70
ENSG00000167182	17	47896150	47928957	HGNC:11207	SP2
ENSG00000260539	16	74447427	74449892		
ENSG00000259673	15	67403619	67521844	HGNC:44104	IQCH-AS1
ENSG00000137078	9	35649295	35650950	HGNC:17710	SIT1
ENSG00000254870	6	31530219	31546608	HGNC:41999	ATP6V1G2-DDX39B
ENSG00000263946	17	20554971	20559410		
ENSG00000025770	22	50508216	50523472	HGNC:25071	NCAPH2
ENSG00000137996	1	100266207	100292769	HGNC:17981	RTCA
ENSG00000239975	2	89913982	89916052	HGNC:5753	IGKV1D-33
ENSG00000249623	4	168647896	168648587		
ENSG00000273821	20	63218041	63218502		
ENSG00000233079	1	55945087	55950119		
ENSG00000096070	6	36196744	36232790	HGNC:14256	BRPF3
ENSG00000224407	1	230280312	230281893		
ENSG00000230379	21	24938431	24992817		
ENSG00000167283	11	118401154	118431496	HGNC:14247	ATP5L
ENSG00000231907	22	40673484	40674451	HGNC:37791	GAPDHP37
ENSG00000205861	13	23888889	23897263	HGNC:39839	C1QTNF9B-AS1
ENSG00000227679	10	38762095	38762491		
ENSG00000160194	21	42879644	42913304	HGNC:7719	NDUFV3
ENSG00000167771	11	63911221	63916844	HGNC:27455	RCOR2
ENSG00000142686	1	35713875	35719472	HGNC:26800	C1orf216
ENSG00000112337	6	25912754	25930726	HGNC:10930	SLC17A2
ENSG00000272298	15	92699040	92724277		
ENSG00000235612	1	56145721	56155224		
ENSG00000175463	11	67403915	67410089	HGNC:24702	TBC1D10C
ENSG00000225176	4	148703526	148703832	HGNC:38165	ATP5LP4
ENSG00000257096	14	21521083	21522660		
ENSG00000106565	7	150791285	150801360	HGNC:29596	TMEM176B
ENSG00000245311	12	27389789	27446625	HGNC:49892	ARNTL2-AS1
ENSG00000271544	4	10238213	10238235		
ENSG00000226902	X	123785009	123785451	HGNC:39585	CHCHD2P1
ENSG00000229991	1	224574434	224575389	HGNC:420	AKR1B1P1
ENSG00000149679	20	62388632	62407285	HGNC:16143	CABLES2
ENSG00000226401	7	63632608	63636617		
ENSG00000254077	22	22838602	22838872	HGNC:5917	IGLV3-7
ENSG00000092009	14	24505353	24508265	HGNC:2097	CMA1
ENSG00000155011	4	106921802	107283806	HGNC:2892	DKK2
ENSG00000104827	19	49022869	49024333	HGNC:1886	CGB
ENSG00000239559	11	67682772	67683058	HGNC:17092	RPL37P2
ENSG00000260361	15	92779757	92781492		
ENSG00000016402	6	136999971	137045180	HGNC:6003	IL20RA
ENSG00000277151	13	32782874	32788178		
ENSG00000114446	3	108160812	108222570	HGNC:17367	IFT57
ENSG00000173653	11	66842835	66846546	HGNC:13721	RCE1
ENSG00000271763	15	92602910	92620015		
ENSG00000243955	6	52791664	52803910	HGNC:4626	GSTA1
ENSG00000213996	19	19264364	19273391	HGNC:11861	TM6SF2
ENSG00000253126	22	22198560	22199011	HGNC:5937	IGLVI-56
ENSG00000260518	16	33687025	33698504	HGNC:49152	BMS1P8
ENSG00000227006	1	230258694	230268483		
ENSG00000237055	2	94899566	94900661		
ENSG00000211667	22	22771824	22772586	HGNC:5898	IGLV3-12
ENSG00000214360	5	172194172	172203452	HGNC:34530	EFCAB9
ENSG00000274215	15	92808451	92809057		
ENSG00000177684	6	49960249	49964105	HGNC:18095	DEFB114
ENSG00000255368	11	25140533	25141023		
ENSG00000229535	CHR_HSCHR6_MHC_DBB_CTG1	31510294	31510873	HGNC:21663	RPL15P4
ENSG00000278657	22	22036344	22040065		
ENSG00000229338	9	98890590	98891937		
ENSG00000203257	1	230314498	230316703		
ENSG00000133315	11	63998558	64166106	HGNC:29598	MACROD1
ENSG00000230595	2	62561058	62561423	HGNC:37867	RSL24D1P2
ENSG00000217527	6	53336943	53337346	HGNC:36183	RPS16P5
ENSG00000274528	15	52017167	52018032		
ENSG00000253239	22	22026076	22026593	HGNC:5940	IGLVI-70
ENSG00000225945	6	37815777	37819218		
ENSG00000253587	14	106344395	106344833	HGNC:5592	IGHV3-30-2
ENSG00000258741	15	92715710	92734195		
ENSG00000271079	7	143571801	143574387	HGNC:37295	CTAGE15
ENSG00000264769	17	81922899	81924511		
ENSG00000258638	14	62514872	62515123		
ENSG00000234997	2	113424495	113425324		
ENSG00000267591	18	50098742	50099162		
ENSG00000156876	1	100083563	100132955	HGNC:25403	SASS6
ENSG00000100351	22	39901082	39973721	HGNC:4563	GRAP2
ENSG00000213344	12	65645992	65646462	HGNC:41975	PCNPP3
ENSG00000136688	2	112973203	112985665	HGNC:15741	IL36G
ENSG00000186910	14	94442464	94452790	HGNC:19193	SERPINA11
ENSG00000235678	11	59309681	59310576	HGNC:15256	OR5AN2P
ENSG00000240298	11	25588475	25588795	HGNC:36300	RPL36AP40
ENSG00000125850	20	17956979	18059188	HGNC:15804	OVOL2
ENSG00000256628	3	101676475	101679217	HGNC:48573	ZBTB11-AS1
ENSG00000241910	CHR_HSCHR6_MHC_MCF_CTG1	32846263	32850548	HGNC:4937	HLA-DOB
ENSG00000186009	13	113648804	113658186	HGNC:820	ATP4B
ENSG00000267511	18	50063795	50064440	HGNC:44552	ADAD1P2
ENSG00000221931	11	123753488	123754545	HGNC:14737	OR6X1
ENSG00000235683	8	99695957	99698017		
ENSG00000226570	1	182955390	182956148		
ENSG00000258455	14	55325834	55339501		
ENSG00000254778	CHR_HSCHR6_MHC_COX_CTG1	32102303	32120449		
ENSG00000270691	9	79850871	79851498		
ENSG00000137434	6	10671418	10694797	HGNC:20881	C6orf52
ENSG00000267315	17	35377416	35377678		
ENSG00000152034	6	99919910	99994247	HGNC:20867	MCHR2
ENSG00000101363	20	37289638	37317260	HGNC:15799	MANBAL
ENSG00000176855	1	182959074	182960405	HGNC:33397	KRT18P28
ENSG00000254707	11	7705288	7709517		
ENSG00000257910	12	76878193	76880352		
ENSG00000005243	17	48026167	48038030	HGNC:19356	COPZ2
ENSG00000232268	11	4593750	4595013	HGNC:15220	OR52I1
ENSG00000259063	4	190077818	190079377	HGNC:38689	DUX4L5
ENSG00000256757	11	113405321	113412117		
ENSG00000103460	16	52438005	52547802	HGNC:11972	TOX3
ENSG00000182872	X	47144869	47186813	HGNC:9896	RBM10
ENSG00000105509	19	51713112	51723994	HGNC:4818	HAS1
ENSG00000189180	10	38010650	38065088	HGNC:13096	ZNF33A
ENSG00000233831	CHR_HSCHR6_MHC_SSTO_CTG1	28995715	29006139	HGNC:13847	ZNF311
ENSG00000224468	1	183138402	183141282		
ENSG00000198496	17	43125610	43153671	HGNC:20691	NBR2
ENSG00000277391	15	74411357	74411432	HGNC:50098	MIR6881
ENSG00000237372	9	89639814	89719759		
ENSG00000223894	CHR_HSCHR6_MHC_DBB_CTG1	33069683	33075225	HGNC:4939	HLA-DPA2
ENSG00000149573	11	118253403	118264536	HGNC:3496	MPZL2
ENSG00000239101	1	51188463	51188551		
ENSG00000018699	2	32628032	32821051	HGNC:25986	TTC27
ENSG00000173581	19	55641062	55653161	HGNC:30181	CCDC106
ENSG00000253593	8	133886496	133902407		
ENSG00000143155	1	168178933	168202114	HGNC:30231	TIPRL
ENSG00000223087	14	31662039	31662143	HGNC:47565	RNU6-602P
ENSG00000110315	11	10511678	10541230	HGNC:21159	RNF141
ENSG00000198173	X	37008397	37011666	HGNC:25301	FAM47C
ENSG00000263718	17	77257737	77281897		
ENSG00000245552	11	95150539	95234104		
ENSG00000275106	7	128952527	128953316		
ENSG00000223168	16	51671236	51671563	HGNC:45866	RN7SKP142
ENSG00000223574	X	86128893	86129570	HGNC:44567	TPMTP4
ENSG00000261052	16	30199228	30204310	HGNC:11455	SULT1A3
ENSG00000237593	6	154216931	154217489		
ENSG00000227372	1	3735984	3747336	HGNC:29052	TP73-AS1
ENSG00000225695	2	201063089	201064051	HGNC:48764	HNRNPA1P35
ENSG00000226531	CHR_HSCHR6_MHC_MCF_CTG1	31734577	31737051	HGNC:19076	C6orf47
ENSG00000205581	21	39342315	39349647	HGNC:4984	HMGN1
ENSG00000172382	16	2712418	2720551	HGNC:15475	PRSS27
ENSG00000278581	17	64780759	64780824	HGNC:50142	MIR6080
ENSG00000231855	10	31628540	31628599		
ENSG00000258830	12	57249609	57296484		
ENSG00000224287	2	233865437	233868444	HGNC:17837	MSL3P1
